"Participant","Practice","Block","Trial","Task","Data","Samples","Question","Layout","Distractor","Ctrs","Ans","Vals","Track","Choices","Repetition","Planets","AnsTable","ValsTable","TrackTable","ChoicesTable"
0,"FALSE",2,5,"min","low",10,"interpretation","single",0,"GHA;ZAF;SVN;LBY;TUN;LAC;PRK;MWI;UMC;ERI","MWI","","","GHA;ZAF;SVN;LBY;TUN;LAC;PRK;MWI;UMC;ERI",5,"Sarip;Vormir;Alphanor;Kalgan;Maag;Kobold;Kutath;Argo;Kesuat;Erebus","","","",""
0,"FALSE",2,6,"min","low",10,"interpretation","single",0,"AFG;CMR;GRC;CZE;STP;SLV;PHL;MEX;LIC;SUR","CMR","","","AFG;CMR;GRC;CZE;STP;SLV;PHL;MEX;LIC;SUR",6,"Derowd;Bizarro;Chandilar;Comagrave;Ifni;Tekton;Metaxas;Locris;Giganda;Urras","","","",""
0,"FALSE",3,1,"intersection","low",10,"interpretation","single",0,"KHM;SSD;VIR;GUY;SAU;LMC;AUT;RUS;DJI;FSM","DJI",75.3045122,"","KHM;SSD;VIR;GUY;SAU;LMC;AUT;RUS;DJI;FSM",1,"Toomey;Lystena;Erebus;Formalhaut;Mote Prime;Shokodo;Calaton;Giganda;Vulcan;Hesperos","DJI",58,"","VIR;RUS;SAU;SSD;FSM;LMC;AUT;KHM;GUY;DJI"
0,"FALSE",3,2,"intersection","low",10,"interpretation","single",0,"ECS;JPN;CPV;CUB;CIV;ARE;ARG;NER;MMR;COD","NER",57,"","ECS;JPN;CPV;CUB;CIV;ARE;ARG;NER;MMR;COD",2,"Winath;Horst;Tanith;Mardru;Asquith;Wobb;Strontia;Lupra;Gehenna;Ciress","","","",""
0,"FALSE",3,3,"intersection","low",10,"interpretation","single",0,"EAP;VCT;WSM;UMC;NLD;JPN;CHN;DEU;OEC;ETH","ETH",62,"","EAP;VCT;WSM;UMC;NLD;JPN;CHN;DEU;OEC;ETH",3,"Madhya;Pyrassis;Debstam;Santhenar;Nexon;Orando;Kainui;Fluva;Ovacron;Alpeh","","","",""
0,"FALSE",3,4,"intersection","low",10,"interpretation","single",0,"SWZ;DNK;DJI;VIR;MAR;ARB;CYP;LBN;AUT;UKR","DJI",61,"","SWZ;DNK;DJI;VIR;MAR;ARB;CYP;LBN;AUT;UKR",4,"Contraxia;Ifni;Miranda;Sarr;Achernon;Daffath;Zenn;Hesperos;Myrg;Sayshell","","","",""
0,"FALSE",3,5,"intersection","low",10,"interpretation","single",0,"CRI;SVK;BWA;QAT;KIR;MEA;CHE;TJK;ETH;LUX","SVK",76,"","CRI;SVK;BWA;QAT;KIR;MEA;CHE;TJK;ETH;LUX",5,"Thar;Mote Prime;Gethen;Kobold;Lemista;Pyrassis;Argo;Sputa;Stent;Helicon","","","",""
0,"FALSE",3,6,"intersection","low",10,"interpretation","single",0,"LIC;KWT;TLS;LTU;IRQ;MAR;PYF;SEN;AGO;DJI","TLS",66,"","LIC;KWT;TLS;LTU;IRQ;MAR;PYF;SEN;AGO;DJI",6,"Kallu;Formalhaut;Konom;Tanjent;Hope;Dyofor;Askone;Krylor;Blasusarr;Calafia","","","",""
0,"FALSE",4,1,"average","low",10,"interpretation","single",0,"MOZ;GMB;MUS;NOR;BFA;MLT;PRT;MRT;OSS;BRN",61.0207526,"","","",1,"Nexon;Baaldur;Bizarro;Elysia;Cyberton;Arkanar;Gaolus;Odym;Hesperos;Chandilar",65,"","","41;51;65;70"
0,"FALSE",4,2,"average","low",10,"interpretation","single",0,"GNQ;BRB;AZE;NOR;MOZ;GNB;UZB;USA;FSM;SEN",60,"","","51;60;69;79",2,"Ungara;Asperta;Tarnax;Maltus;Karna;Elysia;Alpeh;Tekton;Arden;Debstam","","","",""
0,"FALSE",4,3,"average","low",10,"interpretation","single",0,"RWA;GAB;SVK;MNE;BRA;MDA;BFA;IRN;TCD;SST",59,"","","39;49;59;68",3,"Pacem;Argo;Alpeh;Tanith;Pandora;Grenda;Mardru;Rojira;Korurgar;Astra","","","",""
0,"FALSE",4,4,"average","low",10,"interpretation","single",0,"TUR;GNB;GHA;HPC;JAM;SDN;ATG;OED;FSM;ALB",62,"","","46;54;62;70",4,"Fluva;Helicon;Odym;Ramnos;Kalanor;Clatius;Xanth;Pacem;Zoon;Hesperos","","","",""
0,"FALSE",4,5,"average","low",10,"interpretation","single",0,"FRA;TLS;HUN;GNQ;PNG;LMY;FIN;LCA;EAS;KWT",63,"","","44;53;63;74",5,"Rigel;Miranda;Libair;Asperta;Genizee;Tront;Krolotea;Quake;Olliphane;Angor","","","",""
0,"FALSE",4,6,"average","low",10,"interpretation","single",0,"ERI;TLS;STP;URY;LTU;SYR;ECA;CUB;LAO;COM",61,"","","43;52;61;71",6,"Karna;Cerdin;Clatius;Appelax;Naltor;Erebus;Getorin;Talok;Tanipal;Aerie","","","",""
0,"FALSE",5,1,"trendComp","low",10,"interpretation","single",0,"KGZ;HKG;LVA;KOR;SLE;NAM;BHR;NER;IRL;CYP","","","","",1,"Entem;Burley;Dawn;Kithrup;Lallor;Hearth;Calaton;Lupra;Thoron;Gethen","HKG/NAM","","","KOR/CYP;HKG/NAM;IRL/BHR"
0,"FALSE",5,2,"trendComp","low",10,"interpretation","single",0,"BRN;SOM;PHL;STP;LMC;TUR;COL;OEC;VCT;MEX","BRN/SOM","","","BRN/SOM;STP/LMC;TUR/OEC",2,"Naltor;Zanj;Livia;Helicon;Avalon;Rys;Synnax;Rigel;Sarkovy;Miranda","","","",""
0,"FALSE",5,3,"trendComp","low",10,"interpretation","single",0,"GNQ;CUB;SSA;THA;BLR;ESP;SLE;URY;SVK;GMB","ESP/SLE","","","SSA/THA;ESP/SLE;URY/GMB",3,"Deemi;Methel;Hebron;Horst;Synnax;Takron;Rhea;Almerac;Procyon;Kobold","","","",""
0,"FALSE",5,4,"trendComp","low",10,"interpretation","single",0,"QAT;NZL;BHR;BHS;KGZ;LVA;LBN;MOZ;JPN;DOM","JPN/DOM","","","BHR/BHS;KGZ/LVA;JPN/DOM",4,"Comagrave;Zenn;Mores;Libair;Orando;Aka;Helicon;Baaldur;Titan;Achernon","","","",""
0,"FALSE",5,5,"trendComp","low",10,"interpretation","single",0,"TLS;JAM;MNE;PNG;DJI;KOR;CIV;EAP;FRA;YEM","KOR/CIV","","","MNE/PNG;KOR/CIV;FRA/YEM",5,"Ryut;Askone;Hekla;Formalhaut;Zakkaria;Appelax;Ungara;Horst;Deemi;Miranda","","","",""
0,"FALSE",5,6,"trendComp","low",10,"interpretation","single",0,"MRT;CRI;KIR;PRY;JOR;DJI;GRC;SLV;LVA;GBR","JOR/DJI","","","KIR/PRY;JOR/DJI;GRC/SLV",6,"Bismoll;Terel;Rimbor;Hadley;Asperta;Dayan;Livia;Lemista;Krypton;Baaldur","","","",""
0,"FALSE",6,1,"intersection","low",20,"interpretation","single",0,"SOM;CYP;AFG;HKG;DZA;SWE;PYF;ITA;BFA;LVA","HKG",78.44817073,"","SOM;CYP;AFG;HKG;DZA;SWE;PYF;ITA;BFA;LVA",1,"Hope;Shwar;Margrave;Garth;Santhenar;Lallor;Arima;Sark;Garon;Bizarro","DZA",70,"","PYF;AFG;LVA;HKG;SOM;SWE;DZA;CYP;BFA;ITA"
0,"FALSE",6,2,"intersection","low",20,"interpretation","single",0,"HRV;UGA;SVN;EMU;JOR;ARG;MEX;DOM;BHR;LAO;CUB;MYS;KIR;DNK;MEA;SUR;EUU;CZE;BEN;AZE","LAO",67,"","UGA;SVN;ARG;BHR;LAO;KIR;EUU;CZE;BEN;AZE",2,"Rigel;Chandilar;Athshe;Kalanor;Sputa;Eos;Horlegor;Colu;Achernon;Aka;Dyofor;Kathoon;Khundia;Vonn;Rhea;Euterpe;Karna;Nexon;Thanagar;Shwar","","","",""
0,"FALSE",6,3,"intersection","low",20,"interpretation","single",0,"THA;BEN;PRT;ARM;SVK;WLD;TCD;EST;BLR;URY;RWA;HIC;ECA;LBY;BGR;KIR;YEM;MOZ;KWT;KOR","BEN",59,"","BEN;PRT;SVK;TCD;EST;RWA;HIC;BGR;MOZ;KWT",3,"Blasusarr;Krypton;Durla;Lar;Getorin;Thanagar;Dayan;Helicon;Mandel;Tempe;Samstead;Rexulus;Xandar;Cuthbert;Rojira;Phlon;Trigus;Synnax;Sakaar;Myrg","","","",""
0,"FALSE",6,4,"intersection","low",20,"interpretation","single",0,"IRQ;CMR;UGA;NCL;SLB;DOM;TKM;MWI;DZA;ALB;MLT;HKG;PAN;GUM;SGP;SAS;GTM;FRA;UZB;POL","DOM",73,"","IRQ;SLB;DOM;ALB;HKG;GUM;SAS;GTM;FRA;POL",4,"Arkanar;Thordia;Orando;Alpeh;Derowd;Eos;Snatanni;Solaria;Timor;Vega;Ysmault;Nurag;Archos;Daxam;Mardru;Baronn;Garon;Ifni;Astra;Darbia","","","",""
0,"FALSE",6,5,"intersection","low",20,"interpretation","single",0,"CMR;BFA;SSF;GUM;GHA;ATG;ESP;GMB;UZB;PAN;LBN;MOZ;MYS;SAS;SSA;SUR;BEN;UMC;MNA;FIN","GHA",61,"","BFA;SSF;GHA;ATG;GMB;UZB;MOZ;MYS;SUR;UMC",5,"Fafnir;Elysia;Krypton;Sarip;Hebron;Libair;Livia;Daffath;Radole;Cyberton;Marvan;Talok;Wencory;Rann;Urras;Scylla;Methel;Calafia;Tanith;Olliphane","","","",""
0,"FALSE",6,6,"intersection","low",20,"interpretation","single",0,"OMN;SUR;AGO;AZE;HKG;GEO;ARE;NIC;LVA;PRY;SWE;ECS;JPN;GAB;TTO;BWA;EMU;HPC;SLB;VUT","SLB",67,"","OMN;SUR;HKG;ARE;PRY;ECS;JPN;EMU;HPC;SLB",6,"Daffath;Alphanor;Korurgar;Tanith;Almerac;Scylla;Zakkaria;Nexon;Lumin;Thordia;Ciress;Xanshi;Pitar;Rojira;Dyofor;Takron;Slyggia;Colu;Khondra;Askone","","","",""
0,"FALSE",7,1,"average","low",20,"interpretation","single",0,"LVA;DEU;IRQ;TLS;ZMB;GNB;LCN;PAN;PAK;IRL",63.2,"","","",1,"Getorin;Arkanar;Tanjent;Odym;Asperta;Alaspin;Miranda;Repler;Hebron;Daribow",66,"","","43;52;66;76"
0,"FALSE",7,2,"average","low",20,"interpretation","single",0,"NAM;NOC;UZB;GUM;IDN;KWT;TTO;NGA;NAC;CHN;LUX;VEN;FSM;ETH;EAP;DJI;HPC;LCN;SWE;SVK",64,"","","55;64;73;82",2,"Sayshell;Werel;Zoranel;Sarr;Tront;Rokanan;Xanth;Radole;Archos;Almerac;Arrarat;Rhea;Clatius;Braal;Repler;Snatanni;Giganda;Bolovax;Daffath;Thronn","","","",""
0,"FALSE",7,3,"average","low",20,"interpretation","single",0,"IRQ;NGA;NPL;RWA;LDC;VCT;CIV;BLZ;SVK;ARG;NIC;GUM;BHS;MOZ;MDG;SUR;TCD;MNA;ZWE;TZA",58,"","","37;48;58;68",3,"Rhea;Aoran;Angor;Nexon;Tazenda;Werel;Grenda;Biot;Hala;Beta;Ramnos;Darbia;Talok;Askone;Daxam;Zanj;Vonn;Aachan;Mandel;Kithrup","","","",""
0,"FALSE",7,4,"average","low",20,"interpretation","single",0,"ARG;BFA;EMU;NZL;ABW;COD;CPV;BLZ;MAC;MLI;PNG;BRA;GRD;RUS;MDV;BLR;ISL;QAT;TGO;HRV",64,"","","32;43;53;64",4,"Trigus;Krelar;Beta;Lusus;Askone;Tristram;Teufel;Chandilar;Methel;Sayshell;Opal;Kreno;Kesuat;Tallallame;Taur;Achernon;Thordia;Khondra;Urras;Elysia","","","",""
0,"FALSE",7,5,"average","low",20,"interpretation","single",0,"CYP;ETH;LKA;NLD;GNB;KEN;GTM;YEM;GRC;SLV;FRA;NOR;LUX;JPN;MMR;MRT;UMC;SSF;NIC;CMR",63,"","","43;53;63;73",5,"Durla;Aachan;Ciress;Ramnos;Arrarat;Voreg;Nexon;Zoon;Wanda;Thronn;Radole;Delassia;Xanth;Vincetori;Ydoc;Debstam;Konom;Aka;Hekla;Myar","","","",""
0,"FALSE",7,6,"average","low",20,"interpretation","single",0,"MWI;MNA;CAN;LCA;MDV;ZMB;MLI;FIN;PAK;BEN;ECA;SOM;CPV;SLE;WLD;WSM;CSS;MNG;ROU;KOR",59,"","","48;59;69;80",6,"Yaila;Mandress;Tanipal;Tagora;Vengar;Rossem;Hala;Mote Prime;Kallu;Rhea;Pyrassis;Timor;Glyptal;Quon;Myrg;Ciress;Garth;Kathoon;Hearth;Stonus","","","",""
0,"FALSE",8,1,"trendComp","low",20,"interpretation","single",0,"NCL;PSS;HND;MEX;EST;PRK;LIC;NAC;ZMB;PAK","","","","",1,"Myar;Aachan;Hala;Wencory;Alaspin;Kathoon;Terel;Rys;Ciress;Gethen","ZMB/PRK","","","MEX/HND;NCL/PAK;ZMB/PRK"
0,"FALSE",8,2,"trendComp","low",20,"interpretation","single",0,"PNG;TLS;SVK;TTO;BGD;SAS;BRN;PSS;VEN;GTM;LAO;MNA;PAK;EMU;BEN;HTI;CPV;HKG;SLV;LSO","SLV/LSO","","","TLS/SVK;BGD/SAS;PSS/VEN;MNA/EMU;CPV/HKG;SLV/LSO",2,"Thar;Calaton;Calafia;Rossem;Solaria;Korurgar;Pitar;Myrg;Annubis;Sakaar;Vincetori;Kallu;Repler;Ovacron;Sark;Kithrup;Arrarat;Trom;Entem;Fluva","","","",""
0,"FALSE",8,3,"trendComp","low",20,"interpretation","single",0,"JPN;BTN;NER;LSO;MAC;EUU;NAM;COG;CMR;BRA;YEM;TGO;MEX;MEA;HIC;NPL;SLB;GHA","VIR/LDC","","","BTN/NER;MAC/EUU;COG/CMR;MEX/MEA;NPL/SLB;VIR/LDC",3,"Biot;Ciress;Gaia;Alphanor;Galtea;Clatius;Mogo;Bonde;Tristram;Stent;Dyofor;Bryak;Gaolus;Thronn;Metaxas;Almerac;Calafia;Mesklin;Shokodo;Graxos","","","",""
0,"FALSE",8,4,"trendComp","low",20,"interpretation","single",0,"KGZ;AUS;NGA;DEU;ZAF;NOR;COG;MNA;LCA;CHI;MOZ;TKM;BGD;TTO;DOM;HTI;GIN;STP;DNK;IRQ","AUS/NGA","","","AUS/NGA;ZAF/NOR;LCA/CHI;TKM/BGD;HTI/GIN;DNK/IRQ",4,"Tekton;Orsha;Beta;Samstead;Tront;Galtea;Locris;Daribow;Tanith;Ysmault;Pyrassis;Tazenda;Taur;Aoran;Rann;Bizarro;Werel;Zebron;Arden;Krypton","","","",""
0,"FALSE",8,5,"trendComp","low",20,"interpretation","single",0,"MEX;ATG;GEO;LCN;MLT;MEA;HND;AFG;FSM;DZA;BFA;MNE;DNK;MAC;EMU;EAS;PAK;ZAF;TUN;GAB","DZA/BFA","","","GEO/LCN;MLT/MEA;DZA/BFA;MAC/EMU;PAK/ZAF;TUN/GAB",5,"Titan;Daffath;Marglot;Beta;Tissa;Askone;Wencory;Anarres;Olliphane;Quon;Kithrup;Tazenda;Garon;Pyrassis;Rossem;Muscaria;Getorin;Contraxia;Tanith;Khundia","","","",""
0,"FALSE",8,6,"trendComp","low",20,"interpretation","single",0,"PAN;BTN;HUN;GUM;BLZ;EAP;CSS;ATG;TZA;EUU;ECS;MDV;ECA;TON;MKD;ERI;MRT;BFA;ARM;GBR","BFA/GBR","","","PAN/BTN;BLZ/EAP;ATG/TZA;ECA/TON;ERI/MRT;BFA/GBR",6,"Helicon;Thoron;Kallu;Baaldur;Mandress;Rossem;Rojira;Almerac;Krylor;Durla;Trantor;Aachan;Ixion;Thronn;Getorin;Takron;Ramnos;Myrg;Konom;Hala","","","",""
